system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
00008dc212e05c52a7c6,MF,46,46,51,53,49,50,US-Syv,"{""type"":""Point"",""coordinates"":[-89.3477,46.242]}"
00006e00d2ff5b2b4f20,WET,62,62,66,67,63,66,DK-NuF,"{""type"":""Point"",""coordinates"":[-51.3861,64.1308]}"
00006aca7a1c7bd01254,GRA,56,56,60,60,57,58,DK-ZaH,"{""type"":""Point"",""coordinates"":[-20.5503,74.4732]}"
0000bd056195f094a9a6,WET,58,58,64,64,61,63,DK-ZaF,"{""type"":""Point"",""coordinates"":[-20.5545,74.4814]}"
00005a3f69bef0a2f5c2,WET,46,47,56,58,48,52,US-Atq,"{""type"":""Point"",""coordinates"":[-157.4089,70.4696]}"
000010436e9072a9e8ee,WET,49,49,53,54,50,52,US-Ivo,"{""type"":""Point"",""coordinates"":[-155.7503,68.4865]}"
00002c76feee72c8d669,ENF,55,55,63,63,58,61,US-Prr,"{""type"":""Point"",""coordinates"":[-147.4876,65.1237]}"
0000ebeaf59c97689f4d,OSH,54,55,62,64,59,61,CA-NS7,"{""type"":""Point"",""coordinates"":[-99.9483,56.635799999999996]}"
0000eb23e4c0e40def3e,OSH,55,56,62,63,60,62,CA-NS6,"{""type"":""Point"",""coordinates"":[-98.96440000000001,55.91669999999999]}"
0000b504cdeec303fae2,ENF,56,59,66,67,61,64,CA-NS5,"{""type"":""Point"",""coordinates"":[-98.485,55.8631]}"
000080fb69cb754474fd,ENF,55,58,67,68,61,65,CA-NS2,"{""type"":""Point"",""coordinates"":[-98.52469999999998,55.905800000000006]}"
00002c7dfcfcb0b704a7,ENF,60,61,71,72,66,69,CA-Man,"{""type"":""Point"",""coordinates"":[-98.4808,55.879599999999996]}"
0000c5dab09538fccf55,ENF,61,62,71,73,67,70,CA-NS1,"{""type"":""Point"",""coordinates"":[-98.4839,55.8792]}"
0000aa9634e2b8594e87,ENF,54,55,63,65,60,61,CA-NS3,"{""type"":""Point"",""coordinates"":[-98.3822,55.9117]}"
000083e9aa696e6d4670,ENF,54,55,63,65,60,61,CA-NS4,"{""type"":""Point"",""coordinates"":[-98.3822,55.9117]}"
00000708105eb82a7aca,DBF,51,51,57,58,54,56,US-Wi1,"{""type"":""Point"",""coordinates"":[-91.2329,46.73049999999999]}"
0000022d806e1ebe05a8,DBF,51,51,56,57,53,56,US-Wi8,"{""type"":""Point"",""coordinates"":[-91.2524,46.72229999999999]}"
0000626435c28a573ca2,ENF,55,55,63,64,58,61,US-Wi4,"{""type"":""Point"",""coordinates"":[-91.1663,46.73930000000001]}"
0000f106e3d08138cdc1,ENF,50,51,57,59,54,56,US-Wi2,"{""type"":""Point"",""coordinates"":[-91.1528,46.68689999999999]}"
0000fde702292fa335cf,ENF,54,54,58,58,56,56,US-Wi0,"{""type"":""Point"",""coordinates"":[-91.08140000000002,46.6188]}"
