system:index,IGBP,b0,b10,b100,b200,b30,b60,site,.geo
0000c59070399f9f82ca,ENF,100,110,150,152,122,138,DE-Tha,"{""type"":""Point"",""coordinates"":[13.5669,50.96360000000001]}"
00005a022d44e9fa7688,CRO,121,127,148,149,137,144,DE-Kli,"{""type"":""Point"",""coordinates"":[13.522500000000003,50.89289999999999]}"
00004743c98d9ccf5874,ENF,95,105,153,154,116,141,DE-Obe,"{""type"":""Point"",""coordinates"":[13.7196,50.78360000000001]}"
00005d2e09d4b848e7f0,GRA,86,90,150,153,101,135,CZ-BK2,"{""type"":""Point"",""coordinates"":[18.542899999999992,49.494399999999985]}"
0000e03dab5bc5c9afa7,ENF,85,99,157,158,107,137,CZ-BK1,"{""type"":""Point"",""coordinates"":[18.536899999999996,49.5021]}"
0000f74742346a08555e,WET,131,134,152,154,143,148,CZ-wet,"{""type"":""Point"",""coordinates"":[14.770400000000002,49.024700000000024]}"
0000c08bf4eab338c151,ENF,113,124,153,156,135,146,DE-Lkb,"{""type"":""Point"",""coordinates"":[13.3047,49.0996]}"
0000220a99e14cfe3530,ENF,84,91,143,147,101,134,IT-Ren,"{""type"":""Point"",""coordinates"":[11.4337,46.5869]}"
0000de0c8b98ec1230e4,ENF,91,99,146,149,111,135,IT-Lav,"{""type"":""Point"",""coordinates"":[11.2813,45.95619999999999]}"
0000793d498812889f6e,ENF,95,101,149,152,109,137,IT-La2,"{""type"":""Point"",""coordinates"":[11.285299999999996,45.95419999999999]}"
00007c7e63578b8fef06,GRA,100,106,132,136,115,129,IT-MBo,"{""type"":""Point"",""coordinates"":[11.0458,46.01469999999999]}"
000020f23d98a22e342e,ENF,101,110,154,157,127,144,CH-Dav,"{""type"":""Point"",""coordinates"":[9.8559,46.815300000000015]}"
0000ab827b4b97df82b5,GRA,105,110,138,137,121,133,CH-Fru,"{""type"":""Point"",""coordinates"":[8.5378,47.1158]}"
0000572ae6076b36c1fa,DBF,124,126,145,146,136,141,IT-Isp,"{""type"":""Point"",""coordinates"":[8.633600000000001,45.81260000000001]}"
